Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date
"Motordome (Bally 1986)",Bally,1986,"Sports, Motorcycles, Motocross",-,1633,-,SS,VPX,"JPSalas, Halen, Wildman",1.0.0,2022-12-21
"Motorhead (Original 2018)",Original,2018,"Music, Heavy Metal",4,-,-,SS,VPX,"Flupper, Thalamus, Xenonph, Wizball, R_DuB, Herweh, Kiwi, Fuzzel, Batch, 32assassin",1.2,2020-06-16
"Moulin Rouge (Williams 1965)",Williams,1965,"Adventure, Foreign Peoples",1,-,-,EM,VPX,"Ext2k, JPSalas, Halen, HauntFreaks",1.0,2023-12-07
"Moulin Rouge (Williams 1965)",Williams,1965,"Adventure, Foreign Peoples",1,-,-,EM,VPX,"JPSalas, Halen",1.0.1,2023-11-16
"Moulin Rouge (Williams 1965)",Williams,1965,"Adventure, Foreign Peoples",1,-,-,EM,FP,"Popotte",1.00,2023-11-22
"Mousin' Around! (Bally 1989)",Bally,1989,"Adventure",4,1635,-,SS,VPX,"UnclePaulie, Herweh, OldSkoolGamer, ICPjuggla",2.1.0,2022-12-10
"Mousin' Around! (Bally 1989)",Bally,1989,"Adventure",4,1635,-,SS,VPX,"Morttis, Arconovum, Herweh, OldSkoolGamer, ICPjuggla",1.1-2.0,2023-06-19
"Mousin' Around! (Bally 1989)",Bally,1989,"Adventure",4,1635,-,SS,VPX,"Herweh, OldSkoolGamer, ICPjuggla",1.1,2019-07-01
"Mr. & Mrs. Pac-Man Pinball (Bally 1982)",Bally,1982,"Happiness, Video Game",4,1639,-,SS,VPX,"DarthVito, Goldchicco, HauntFreaks, Rawd",4.0,2024-01-13
"Mr. & Mrs. Pac-Man Pinball (Bally 1982)",Bally,1982,"Happiness, Video Game",4,1639,-,SS,VPX,"Goldchicco, 32assassin, Francisco666",1.0.0,2021-09-23
"Mr. & Mrs. Pac-Man Pinball (Bally 1982)",Bally,1982,"Happiness, Video Game",4,1639,-,SS,VPX,"32assassin, Francisco666",1.0.1,2020-06-09
"Mr. & Mrs. Pac-Man Pinball (Bally 1982)",Bally,1982,"Happiness, Video Game",4,1639,-,SS,VPX,"Shockman",1.2,2018-02-04
"Mr. & Mrs. Pec-Men (LTD do Brasil 1983)",LTD do Brasil,1983,"Happiness, Video Game",-,-,-,SS,VPX,"Carlos Guizzo, Wiesshund, JPSalas",1.0.0,2023-01-21
"Mr. Black (Taito do Brasil 1982)",Taito do Brasil,1982,"Fantasy",4,4586,-,SS,VPX,"JPSalas, Carlos Guizzo, Pmax65, Rothbauerw",4.0.0,2022-08-29
"Mr. Bubble (Original 2018)",Original,2018,-,-,-,-,EM,VPX,"Jogrady7, SpookyMoulder",1.0,2022-03-14
"Mr. Doom (Recel 1979)",Recel,1979,"Horror",4,-,-,SS,VPX,"Nestorgian, Pedator, Akiles50000, Arngrim",1.3.0,2021-02-20
"Mr. Evil (Recel 1978)",Recel,1978,"Fictional Characters, Mythology, Horror",1,1638,-,EM,VPX,"Nestorgian, Pedator, Akiles50000, Arngrim, Rothbauerw",1.3.0,2021-03-19
"Ms. Splosion Man (Zen Studios 2013)",Zen Studios,2013,"Licensed Theme",4,-,-,-,FX2,"Zen Studios",-,2000-01-01
"Mundial 90 (Inder 1990)",Inder,1990,"Sports, Soccer",4,4094,-,SS,VPX,"Ext2k, Pachecas, Goldchicco, 32assassin",1.0,2023-11-29
"Mundial 90 (Inder 1990)",Inder,1990,"Sports, Soccer",4,4094,-,SS,VPX,"Goldchicco, Pachecas, Arngrim, 32assassin",1.2,2020-08-24
"Munsters (Original 2021)",Original,2021,"TV Show, Horror, Comedy",4,-,-,SS,VPX,"Bossman72, JPSalas",1.0,2021-03-24
"Muppets Tribute Edition (Original 2022)",Original,2022,"Licensed Theme, TV Show",-,-,-,SS,VPX,"Icepinball, Mfuegemann, Arngrim, Goldchicco",1.0.0,2022-09-14
"Mustang (Gottlieb 1977)",Gottlieb,1977,"American West",2,1645,-,EM,VPX,"Loserman76, GNance",1.0.0f,2021-12-17
"Mustang (Stern 2014)",Stern,2014,"Cars, Travel, Licensed Theme",4,6100,-,SS,VPX,"TastyWasps, Senseless, MovieGuru, DGrimmReaper, Dozer, Dark, Stefanaustria (STAT)",1.27,2023-11-08
"Mustang (Stern 2014)",Stern,2014,"Cars, Travel, Licensed Theme",4,6100,-,SS,VPX,"Balutito, Dozer, Siggi",1.0,2022-07-07
"Mustang (Stern 2014)",Stern,2014,"Cars, Travel, Licensed Theme",4,6100,-,SS,VPX,"Dozer, Loserman76, Siggi",1.1,2020-01-20
"Mustang (Stern 2014)",Stern,2014,"Cars, Travel, Licensed Theme",4,6100,-,SS,VPX,"Senseless, Dozer, Caligula, Siggi",1.0.4,2023-04-10
"Mustang (Stern 2014)",Stern,2014,"Cars, Travel, Licensed Theme",4,6100,-,SS,VPX,"Dozer, Dark, Stefanaustria (STAT)",1.1,2016-11-12
"My Little Pony Pinball (Zen Studios 2021)",Zen Studios,2021,"Animation",-,-,-,-,FX,"Zen Studios, Thomas Crofts",-,2023-07-23
"Mysterious Cities of Gold (Original 2022)",Original,2022,"Animation",-,-,-,SS,VPX,"Wedge, JPSalas",1.2.1,2022-02-20
"Mystery Castle (Alvin G. and Co 1993)",Alvin G. and Co,1993,"Horror, Supernatural",4,1647,-,SS,VPX,"AgentEighty6, DJRobX, Thalamus, Vogliadicane, Kds70, GTXJoe, Arngrim, JPSalas",2.1.0,2022-03-28
"Mystery Castle (Alvin G. and Co 1993)",Alvin G. and Co,1993,"Horror, Supernatural",4,1647,-,SS,VPX,"Morttis, AgentEighty6, Wildman, Arconovum",2.0.0-3.0,2023-06-19
"Mystery Science Theater 3000 Pinball Peril (Original 2021)",Original,2021,"Science Fiction",4,-,-,SS,VPX,"Pancake, Mark Paulik (WPilot), Gary Spradling, JPSalas",2.0,2022-11-20
"Mystery Science Theater 3000 Pinball Peril (Original 2021)",Original,2021,"Science Fiction",4,-,-,SS,VPX,"Mark Paulik (WPilot), JPSalas",1.0.1,2021-09-08
"Mystic (Bally 1980)",Bally,1980,"Circus, Carnival, Magic",4,1650,-,SS,VPX,"JPSalas",1.0.0,2022-12-03
"Mystic (Bally 1980)",Bally,1980,"Circus, Carnival, Magic",4,1650,-,SS,VPX,"Goldchicco, 32assassin",1.2,2021-09-05
"Mystic (Bally 1980)",Bally,1980,"Circus, Carnival, Magic",4,1650,-,SS,VPX,"32assassin",1.1,2017-02-02
"NASCAR (Stern 2005)",Stern,2005,"NASCAR, Auto Racing, Cars, Licensed Theme",4,5093,-,SS,-,"Ext2k, Zedonius, Requlem",1.0.0,2023-11-29
"NASCAR (Stern 2005)",Stern,2005,"NASCAR, Auto Racing, Cars, Licensed Theme",4,5093,-,SS,VPX,"Morttis, Arconovum, Requlem, Zedonius",1.01-1,2023-06-25
"NASCAR (Stern 2005)",Stern,2005,"NASCAR, Auto Racing, Cars, Licensed Theme",4,5093,-,SS,VPX,"32assassin, Requlem, Zedonius",1.0,2018-02-04
"NASCAR (Stern 2005)",Stern,2005,"NASCAR, Auto Racing, Cars, Licensed Theme",4,5093,-,SS,VPX,"32assassin, Requlem, Zedonius",1.0,2018-02-04
"NASCAR (Stern 2005)",Stern,2005,"NASCAR, Auto Racing, Cars, Licensed Theme",4,5093,-,SS,VPX,"RustyCardores, Requlem, Zedonius",1.2,2017-10-01
"NASCAR (Stern 2005)",Stern,2005,"NASCAR, Auto Racing, Cars, Licensed Theme",4,5093,-,SS,VPX,"Requlem, Zedonius",1.01,2017-04-14
"NBA (Stern 2009)",Stern,2009,"Sports, Basketball, Licensed",4,5442,-,SS,VPX,"Bigus1, oooPlayer1ooo, Krusso222",1.4,2022-08-23
"NBA (Stern 2009)",Stern,2009,"Sports, Basketball, Licensed",4,5442,-,SS,VPX,"Team PP, JPJ, Chucky87, DJRobX, Vogliadicane, 3rdAxis, Arngrim, Bambi Plattfuss",1.4,2020-08-23
"NBA Chicago Bulls (Original 2022)",Original,2022,"Sports, Basketball",-,-,-,SS,VPX,"Cez60, Lizard, Xenonph, JPSalas",1.0.0,2022-03-07
"NBA Fastbreak (Bally 1997)",Bally,1997,"Sports, Basketball, Licensed",4,4023,-,SS,VPX,"HauntFreaks, VPin Workshop (VPW)",1.0.0,2023-01-15
"NBA Fastbreak (Bally 1997)",Bally,1997,"Sports, Basketball, Licensed",4,4023,-,SS,VPX,"VPin Workshop (VPW), Tomate, Mr H, Benji, Benji, Oqqsan, Rik Laubach, DarthMarino, Hmueck, Aurich, Bmiki75, DJRobX, CarnyPriest, Rawd, Leojreimroc, Iaakki, Sixtoe, EBisLit, JPSalas, Rothbauerw",1.3,2022-03-30
"NBA Fastbreak (Bally 1997)",Bally,1997,"Sports, Basketball, Licensed",4,4023,-,SS,VPX,"DarthMarino, Hmueck, Aurich, Bmiki75, DJRobX, CarnyPriest, JPSalas",1.2.4,2021-12-13
"NBA Fastbreak (Bally 1997)",Bally,1997,"Sports, Basketball, Licensed",4,4023,-,SS,VPX,"Batch, Hmueck, Aurich, Bmiki75, JPSalas",1.0,2017-05-10
"NBA Fastbreak (Bally 1997)",Bally,1997,"Sports, Basketball, Licensed",4,4023,-,SS,VPX,"Hmueck, Aurich, Bmiki75, JPSalas",1.0,2016-01-27
"NBA Mac (MAC S.A. 1986)",MAC S.A.,1986,"Sports, Basketball",4,4606,-,SS,VPX,"Goldchicco, 32assassin, Mfuegemann, Movieguru, Arngrim, Batch",1.2,2021-01-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.1.0,2023-05-09
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4a,2023-05-09
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0.0,2023-04-15
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0.0,2023-04-15
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0.0,2023-04-15
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0.0,2023-04-15
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-08
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-08
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-08
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-01
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-01
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-01
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-04-01
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-27
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-27
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-27
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-27
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-17
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-17
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-17
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-17
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-17
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-19
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-19
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-19
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-19
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-19
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-19
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.0,2023-03-19
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-03-04
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-03-04
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-03-04
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-26
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-18
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Allheart, 32assassin, JPSalas, SliderPoint",4.4,2023-02-18
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-18
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-18
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-12
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-12
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2023-02-12
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-12-02
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint, Kalavera",4.4,2022-12-02
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-11-28
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-11-28
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-11-28
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-11-28
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-11-28
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-11-28
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-11-28
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-12-03
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-12-03
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-12-03
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-12-03
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.4,2022-11-20
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.3,2022-05-30
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.3,2022-05-29
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, Kalavera, Stefanaustria (STAT), Toxie, iDigStuff, Fuzzel, CarnyPriest, Slydog43, Scotty VH, Allheart, GTXJoe, 32assassin, JPSalas, SliderPoint",4.3,2022-05-27
"NFL (Stern 2001)",Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Xenonph, SliderPoint",3.1,2021-11-25
"NOBS (Original 2016)",Original,2016,"Cards",-,-,-,SS,VPX,"BorgDog, Arngrim",1.2,2023-06-25
"Nagatoro Pinball (Original 2023)",Original,2023,"Anime",-,-,-,SS,VPX,"Akirasan, JPSalas",1.0.0,2023-11-07
"Nairobi (Maresa 1966)",Maresa,1966,"Hunting, Safari, World Places",1,6229,-,EM,VPX,"Loserman76, Kiwi, Jose Navarro, Basilio Garcia, Leeoneil, Akiles50000, JPSalas",4.0.0,2022-10-21
"National Lampoon's Christmas Vacation (Original 2019)",Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Meatballsaucey, Stevegooner123, Xenonph, Lizard, Wildman",1.0.0,2023-12-23
"National Lampoon's Christmas Vacation (Original 2019)",Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-08-15
"Nautilus (Playmatic 1984)",Playmatic,1984,"Fantasy, Mythology",4,822,-,SS,VPX,"BallStuck, Goldchicco, Mfuegemann, Akiles50000",1.0.0,2022-11-20
"Nautilus (Playmatic 1984)",Playmatic,1984,"Fantasy, Mythology",4,822,-,SS,VPX,"Goldchicco, Mfuegemann, Movieguru, Arngrim, 32assassin",1.1,2020-09-17
"Need For Speed (Original 2018)",Original,2018,"Cars, Video Game, Auto Racing",-,-,-,SS,VPX,"Ivantba, Javier1515, rom",1.2,2019-03-21
"Nemesis (Peyper 1986)",Peyper,1986,"Fantasy",4,4880,-,SS,VPX,"Mfuegemann, Wiesshund, Thalamus, Akiles50000, Arngrim, Batch, Bord, nFozzy",1.2,2021-12-18
"Neptune (Gottlieb 1978)",Gottlieb,1978,"Mythology",1,1662,-,EM,VPX,"Teisen, Loserman76, Hauntfreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar",1.0,2023-10-14
"Neptune (Gottlieb 1978)",Gottlieb,1978,"Mythology",1,1662,-,EM,VPX,"Rajo Joey, Loserman76, GNance, Leojreimroc",1.0.0,2023-01-15
"Neptune (Gottlieb 1978)",Gottlieb,1978,"Mythology",1,1662,-,EM,VPX,"Xenoph, Loserman76, GNance, Chris Aguilar, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0,2022-04-18
"Neptune (Gottlieb 1978)",Gottlieb,1978,"Mythology",1,1662,-,EM,VPX,"Loserman76, GNance, Pinuck, Chris Aguilar, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,2021-12-17
"Neptune (Gottlieb 1978)",Gottlieb,1978,"Mythology",1,1662,-,EM,VPX,"BorgDog, HauntFreaks",1.0,2018-02-27
"Neverending Story Pinball (Original 2021)",Original,2021,"Movie, Fantasy, Kids",-,-,-,SS,VPX,"Oly2, Mark Paulik (WPilot), JPSalas",1.0.0,2023-08-14
"Neverending Story Pinball (Original 2021)",Original,2021,"Movie, Fantasy, Kids",-,-,-,SS,VPX,"Mark Paulik (WPilot), JPSalas",1.0.3,2021-03-24
"New Sexy Girl (Original 1980)",Original,1980,"Women, Adult",4,2106,-,SS,VPX,"Lizard, Siggi",1.0,2018-07-23
"New Wave (Bell Games 1985)",Bell Games,1985,"Music",4,3482,-,SS,VPX,"Scotty VH, Cyberpez, Thalamus, JPSalas",0.72,2019-10-31
"New World (Playmatic 1976)",Playmatic,1976,"Historical",4,1672,-,EM,VPX,"JPSalas, Pedator",4.0.1,2022-10-23
"New York (Gottlieb 1976)",Gottlieb,1976,"American Places, Historical",2,1673,-,EM,VPX,"Leeoneil, Foxyt, Loserman76, Allknowing2012",1.1.0,2022-05-22
"New York (Gottlieb 1976)",Gottlieb,1976,"American Places, Historical",2,1673,-,EM,VPX,"Loserman76, Wildman, Allknowing2012",1.0.0f,2021-12-17
"New York (Gottlieb 1976)",Gottlieb,1976,"American Places, Historical",2,1673,-,EM,VPX,"Chepas, Loserman76, Allknowing2012",1.1,2021-04-15
"Nicolas Cage - Bad Lieutenant (Original 2020)",Original,2020,"Celebrities, Movie",-,-,-,EM,VPX,"Masonou",1.0,2020-04-24
